url,page_type,overall_score,content_structure,citation_worthiness,authority_signals,ai_consumption,recommendations_count,top_recommendation
https://www.mcdonalds.com/ca/en-ca/about-us/franchising/franchising-faqs.html,faq_page,41.36,77.35,21.6,45.0,48.33,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/sa/en-sa/jeddah/about-our-food/our-ingredients.html,about_page,30.71,52.1,10.91,45.0,39.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/sa/ar-sa/riyadh/about-our-food/our-ingredients.html,about_page,35.38,74.93,0.0,45.0,39.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/sa/ar-sa/jeddah/about-our-food/our-ingredients.html,about_page,34.9,73.32,0.0,45.0,39.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/ca/fr-ca/about-us/franchising/franchising-faqs.html,faq_page,35.49,75.44,1.28,45.0,36.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/sa/en-sa/riyadh/about-our-food/our-ingredients.html,about_page,30.93,53.1,10.53,45.0,39.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/ca/fr-ca/about-us/franchising-bk/franchising-faqs.html,faq_page,35.46,75.33,1.28,45.0,36.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/ca/en-ca/about-us/franchising-bk/franchising-faqs.html,faq_page,41.37,77.39,21.6,45.0,48.33,5,Improve readability - content may be too complex
https://www.mcdonalds.com/gb/en-gb/help/faq/do-you-use-any-equivalent-to-msg-in-your-products.html,product_page,34.65,73.82,0.0,45.0,35.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/do-you-use-recycled-products-in-your-packaging.html,product_page,35.72,74.85,0.0,45.0,42.69,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/what-ingredients-do-you-use-in-your-veggie-burgers.html,faq_page,35.53,69.96,0.0,45.0,55.47,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/do-you-use-organic-milk-in-all-your-products.html,product_page,36.96,81.54,0.0,45.0,35.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/are-the-ingredients-used-in-your-fries-the-same-as-in-the-u-s-a.html,faq_page,37.07,82.37,0.0,45.0,33.6,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/what-cleaning-products-do-you-use-and-are-any-of-then-sourced-from-animals.html,product_page,44.65,85.25,11.11,57.0,54.52,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/do-you-use-the-same-grills-to-cook-different-food-products--i-e--pork-and-beef.html,product_page,35.92,78.74,0.0,45.0,33.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/is-emulsifier-471-that-you-use-in-some-of-your-products-suitable-for-vegetarians.html,product_page,34.89,74.63,0.0,45.0,35.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/do-you-use-steroids-or-artificial-hormones-on-the-cows-used-for-your-beef-products.html,product_page,37.52,83.2,0.0,45.0,35.6,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/can-you-tell-me-about-the-welfare-standards-of-the-chickens-mcdonald-s-uses-for-it-s-eggs.html,faq_page,38.98,84.18,7.14,45.0,33.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/if-100--chicken-breast-is-used-in-products--what-happens-to-the-rest-of-the-chicken.html,product_page,41.76,82.95,15.58,45.0,47.59,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/help/faq/what-cleaning-products-are-used-to-clean-the-inside-of-your-coffee-machines.html,product_page,39.57,84.72,0.0,45.0,51.54,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/ca/en-ca/about-our-food/food-safety.html,about_page,33.29,64.81,7.23,45.0,34.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/us/en-us/faq/where-should-california-residents-go-to-learn-more-about-the-applicant-and-employee-rights-fulfillment-proces.html,faq_page,34.73,67.42,0.0,45.0,55,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/ca/fr-ca/about-our-food/food-safety.html,about_page,31.61,61.78,3.37,45.0,34.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/qa/ar-qa/product/mineral-water.html,product_page,34.21,73.04,0.0,45.0,33.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://www.mcdonalds.com/gb/en-gb/product/buxton-mineral-water-still.html,product_page,40.47,75.15,22.53,45.0,44.22,5,Optimize paragraph length (aim for 50-150 words per paragraph)
