gap_type,description,priority,estimated_effort,business_impact,competitor_examples_count,first_competitor_example
keyword_gap,"Underutilized keyword: 'non-comedogenic' (brand: 4, competitors avg: 15.0)",medium,low,medium,2,EltaMD: 28 mentions
