url,page_type,overall_score,content_structure,citation_worthiness,authority_signals,ai_consumption,recommendations_count,top_recommendation
https://brushonblock.com/blogs/news/introducing-quick-stick-spf-40-mineral-sunscreen,product_page,34.73,85.36,1.68,40.44,48.8,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/what-you-need-to-know-about-mineral-sunscreen-1,product_page,34.99,79.43,7.07,45.43,42.82,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/full-face-kit-spf-30,product_page,34.36,74.2,17.04,29.13,57.26,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/what-exactly-is-mineral-sunscreen-and-why-should-you-use-it,product_page,37.78,84.56,9.66,44.52,53.22,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/spf-essentials-kit,product_page,30.09,73.04,2.0,28.0,57.3,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/bob-kids-sunscreen-essentials-kit,product_page,30.71,73.0,3.09,28.54,59.77,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/bob-kids-spf-30,product_page,34.78,76.15,15.98,28.16,61.12,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/vacation-hydration-spf-kit,product_page,23.07,55.17,0.0,32.88,27.0,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-1,product_page,33.4,74.49,12.82,28.58,58.57,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/brush-on-block-spf-50-50-duo,product_page,29.29,71.21,2.65,28.93,50.41,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/brush-on-block-spf-50-brush-refill-set,product_page,35.24,81.24,2.64,41.44,59.83,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-duo,product_page,34.49,73.06,18.76,28.64,58.07,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/learn-about-the-drug-facts-on-your-sunscreen,product_page,40.2,78.37,29.38,40.59,51.46,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/sun-shine-spf-30-protective-lip-oil-1?variant=41104333865065,product_page,33.4,74.49,12.82,28.58,58.57,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/products/brush-on-block-duo-translucent-powder-sunscreens-2,product_page,36.17,77.3,19.98,28.38,61.75,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/does-mineral-powder-sunscreen-really-work,product_page,41.85,85.07,32.35,41.58,41.81,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/tagged/mineral-spf,blog_post,34.37,78.47,20.0,28.99,39.58,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/mineral-sunscreen-is-kid-friendly,product_page,35.04,83.18,5.54,42.02,44.52,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/tagged/spf-sunscreen,product_page,31.94,78.44,5.88,27.0,54.6,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/new-refreshed-spf-30-mineral-powder-formula,blog_post,34.89,83.57,1.32,40.76,55.11,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/tagged/mineral-sunscreen,product_page,29.94,77.77,1.47,29.95,41.34,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/spf-sunscreen-tattoos,product_page,37.4,81.83,9.51,40.71,64.27,4,"Add more specific facts, statistics, and numerical data"
https://brushonblock.com/blogs/news/sunscreen-101-ingredients-to-leave-at-home,product_page,42.08,77.94,37.28,45.64,41.52,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/the-reason-you-should-choose-mineral-makeup-sunscreen-over-traditional-lotion,product_page,41.47,86.25,27.63,43.36,43.32,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/brush-on-block-has-a-mineral-powder-sunscreen-for-everyone,product_page,35.43,78.8,5.42,40.81,62.14,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/4-things-about-sunscreen-you-may-not-have-realized,product_page,39.65,82.14,26.0,40.71,44.74,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/sunscreen-spray-that-you-can-feel-good-about,product_page,38.39,75.29,23.16,42.61,52.51,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/pages/why-use-brush-on-block-mineral-powder-sunscreen,product_page,27.84,66.42,3.82,29.55,43.74,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/top-3-tips-to-use-sunscreen-properly,product_page,35.05,83.81,3.01,40.2,53.02,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/men-sun-care-why-you-should-encourage-the-men-in-your-life-to-apply-sunscreen-daily,product_page,43.87,76.73,42.27,50.4,40.42,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/sunscreen-skincare-secrets-revealed,product_page,36.16,78.29,7.56,49.08,48.8,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/let-s-talk-about-why-skin-care-professionals-choose-brush-on-block,blog_post,42.78,76.33,42.65,40.45,49.41,3,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/how-to-choose-the-best-sunscreen,product_page,39.6,77.33,25.96,42.97,51.82,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/teaching-your-children-to-apply-sunscreen,product_page,39.81,86.65,23.21,41.86,39.68,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/117704708-the-7-best-skincare-products-30-and-under,product_page,33.09,76.7,2.47,41.12,50.73,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/117706116-does-makeup-with-an-spf-provide-enough-sun-protection,blog_post,34.15,78.5,2.53,43.05,52.8,4,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/tagged/history-of-sunscreen,product_page,30.81,80.34,0.0,27.0,53.21,5,Optimize paragraph length (aim for 50-150 words per paragraph)
https://brushonblock.com/blogs/news/sunscreen-protects-skin-from-aging,product_page,45.07,84.69,45.84,40.46,43.42,4,Optimize paragraph length (aim for 50-150 words per paragraph)
